step,tokens,timed_hours,gpu_hours,train_loss_ema,neutral_bpb,ownval_bpb,lr,wallclock_s
17,8912896,0.000295,0.002363,10.4422,3.415089,3.133992,1.46e-05,14.5
23,12058624,0.000546,0.004370,10.1762,3.398425,3.071337,1.97e-05,19.3
30,15728640,0.000840,0.006717,9.8942,3.325648,2.984954,2.57e-05,24.4
40,20971520,0.001261,0.010086,9.4993,3.228363,2.868315,3.43e-05,30.0
54,28311552,0.001849,0.014796,8.9656,3.087790,2.710099,4.63e-05,36.1
71,37224448,0.002566,0.020527,8.3562,2.916031,2.511737,6.09e-05,42.7
95,49807360,0.003579,0.028628,7.5782,2.760755,2.306314,8.14e-05,50.5
127,66584576,0.004933,0.039466,6.8861,2.630073,2.165674,1.09e-04,59.5
169,88604672,0.006716,0.053726,6.4182,2.512300,2.059105,1.45e-04,69.9
226,118489088,0.009137,0.073099,6.0915,2.409377,1.971357,1.94e-04,82.7
301,157810688,0.012325,0.098598,5.8321,2.307233,1.888838,2.58e-04,98.2
401,210239488,0.016573,0.132585,5.4885,2.221207,1.784274,3.44e-04,117.5
535,280494080,0.022286,0.178286,5.0631,2.065270,1.640014,4.59e-04,142.1
714,374341632,0.029911,0.239287,4.5644,1.752715,1.477547,6.00e-04,173.6
952,499122176,0.040065,0.320519,4.0971,1.588961,1.345829,6.00e-04,214.2
1269,665321472,0.053587,0.428698,3.8461,1.487856,1.269211,5.98e-04,267.0
1692,887095296,0.071670,0.573363,3.6716,1.449896,1.214649,5.95e-04,336.1
2257,1183318016,0.095787,0.766295,3.5308,1.414062,1.172374,5.88e-04,426.9
3010,1578106880,0.127986,1.023889,3.4317,1.386184,1.137860,5.73e-04,546.9
4014,2104492032,0.170894,1.367148,3.3583,1.344994,1.110557,5.46e-04,705.4
5352,2805989376,0.228028,1.824222,3.2796,1.314481,1.086589,4.98e-04,915.3
7137,3741843456,0.304181,2.433450,3.2096,1.303614,1.065368,4.16e-04,1193.5
9518,4990173184,0.405723,3.245787,3.1556,1.283834,1.044514,2.93e-04,1563.3
12692,6654263296,0.541439,4.331509,3.0902,1.268064,1.024928,1.46e-04,2056.1
16925,8873050112,0.722040,5.776321,3.0516,1.265306,1.012103,6.00e-05,2710.5
