step,tokens,timed_hours,gpu_hours,train_loss_ema,neutral_bpb,ownval_bpb,lr,wallclock_s
17,8912896,0.000367,0.002938,10.4418,3.435801,3.133959,1.46e-05,8.0
23,12058624,0.000685,0.005478,10.1760,3.419899,3.071459,1.97e-05,13.9
30,15728640,0.001053,0.008424,9.8940,3.346720,2.985091,2.57e-05,20.1
40,20971520,0.001579,0.012630,9.4992,3.248437,2.868231,3.43e-05,26.8
54,28311552,0.002314,0.018515,8.9655,3.106607,2.710058,4.63e-05,34.2
71,37224448,0.003207,0.025658,8.3563,2.936798,2.513621,6.09e-05,42.3
95,49807360,0.004471,0.035767,7.5814,2.775220,2.305462,8.14e-05,51.6
127,66584576,0.006159,0.049271,6.8881,2.647350,2.167315,1.09e-04,62.5
169,88604672,0.008380,0.067040,6.4214,2.529964,2.057591,1.45e-04,75.3
226,118489088,0.011402,0.091219,6.0877,2.418386,1.971238,1.94e-04,91.0
301,157810688,0.015377,0.123016,5.8291,2.322112,1.889306,2.58e-04,110.1
401,210239488,0.020684,0.165473,5.4896,2.225690,1.778314,3.44e-04,134.1
535,280494080,0.027794,0.222351,5.0656,2.085774,1.646054,4.59e-04,164.5
714,374341632,0.037289,0.298316,4.5778,1.780548,1.478480,6.00e-04,203.5
952,499122176,0.049899,0.399191,4.1014,1.591950,1.344586,6.00e-04,253.7
1269,665321472,0.066693,0.533547,3.8353,1.533472,1.270137,5.98e-04,319.0
1692,887095296,0.089028,0.712225,3.6658,1.461518,1.211661,5.95e-04,404.2
2257,1183318016,0.118853,0.950820,3.5257,1.423480,1.168877,5.88e-04,516.4
3010,1578106880,0.158608,1.268864,3.4279,1.395065,1.137347,5.73e-04,664.4
4014,2104492032,0.211616,1.692932,3.3542,1.365141,1.109291,5.46e-04,860.0
5352,2805989376,0.282234,2.257871,3.2754,1.326734,1.085227,4.98e-04,1119.1
7137,3741843456,0.376437,3.011498,3.2064,1.315950,1.064227,4.16e-04,1463.0
9518,4990173184,0.501832,4.014659,3.1529,1.300327,1.043518,2.93e-04,1919.3
12692,6654263296,0.668947,5.351580,3.0880,1.284693,1.023944,1.46e-04,2525.7
15232,7985954816,0.802676,6.421411,3.0548,1.274352,1.014054,7.44e-05,3012.0
15571,8163688448,0.820522,6.564180,3.0490,1.276627,1.013112,6.92e-05,3081.0
15910,8341422080,0.838370,6.706962,3.0473,1.278887,1.012316,6.52e-05,3150.1
16248,8518631424,0.856167,6.849335,3.0573,1.273851,1.011787,6.23e-05,3218.9
16586,8695840768,0.873960,6.991682,3.0420,1.280975,1.011272,6.06e-05,3287.8
16925,8873050112,0.891760,7.134081,3.0481,1.271161,1.010823,6.00e-05,3356.7
