threshold_bpb,hours_a0d0,hours_a0d1,hours_a1d0,hours_a1d1,data_multiplier,algorithm_multiplier,total_multiplier
2.4836225240000003,0.18121573384580453,0.18734843252290553,0.007742646744319722,0.005911272009119482,1.1255820786195256,27.235652751424837,30.655962636508374
2.451418445846154,0.19988006390082366,0.20499191277644463,0.008208197218530494,0.006380160359303626,1.120016627127786,27.971349204186264,31.328376191886175
2.419214367692308,0.22074162749521645,0.2242969622850079,0.008701740348378943,0.006886241429531651,1.115173297581642,28.744822650967112,32.05545866407847
2.3870102895384617,0.24378052096988603,0.2454200588154286,0.009227787767477619,0.00731617955967459,1.1193118287630823,29.768952404388607,33.32074055611737
2.3548062113846155,0.2691114818652901,0.2686503570747764,0.009788404384123893,0.007744206208645236,1.1252263660453443,30.88271113097167,34.75004081953135
2.3226021332307694,0.29702596861360786,0.29411881542523793,0.010383080192288171,0.008197274180171563,1.131004101059805,32.037659373166065,36.234724139407916
2.290398055076923,0.3278359786782145,0.32200172197451066,0.01091979458445752,0.008721825005781019,1.129022923566406,33.29250589150523,37.58800233447903
2.258193976923077,0.35591171770898145,0.3479072208350494,0.011472012781825787,0.009330667084323015,1.121509317247606,34.01157208631792,38.144294989044134
2.225989898769231,0.3838559762569436,0.37088393841326156,0.012052156865083777,0.00998201043712329,1.1178628365059213,34.40026345908783,38.45477608692692
2.1937858206153846,0.41399426649012805,0.3953780994909267,0.012701981006168823,0.01071318846057641,1.1142104198492824,34.6823379769697,38.643422358674115
2.1615817424615384,0.4464988518818165,0.4214899200700128,0.013437747150837587,0.011546879673248514,1.1103182779553777,34.826370594308756,38.6683558257087
2.1293776643076927,0.4683033086532702,0.4493262346836246,0.01421613277504877,0.012445448026899153,1.0911091371642925,34.48645056913151,37.6284813243441
2.0971735861538465,0.48778630809515083,0.4693781082756477,0.0150413644646688,0.013345071789356842,1.0822723117997841,33.773194682233914,36.55179348560547
2.0649695080000003,0.5080798661221159,0.4888458483327448,0.015915522799949608,0.014308476950479095,1.075211194805038,33.025150054322886,35.50901104852418
2.032765429846154,0.5292177047091524,0.5091210246469844,0.016840484557814558,0.015354198667701095,1.0677519674523057,32.280245492455,34.46729563441225
2.000561351692308,0.5512349487793108,0.5302371261239834,0.017937806960795437,0.016566773870518876,1.0609599903128344,31.361714251108232,33.27352404804967
1.9683572735384618,0.5741681845710828,0.5522290306419119,0.01921276606874065,0.017875110412258324,1.0571351806180125,30.38504367155983,32.121098629820594
1.9361531953846156,0.5980555204340597,0.5751330626599668,0.020578344990495052,0.019264352653080397,1.0539368668344349,29.455912919756923,31.044672572396564
1.9039491172307694,0.6199398168215041,0.5989870532161925,0.02224924935537983,0.02073684752417149,1.053785848599083,28.369679807677,29.89556711061718
1.8717450390769232,0.6403714320103419,0.6202723475573263,0.024076699775847994,0.02232189438101763,1.0552557291043503,27.185866603755496,28.688041484279616
1.839540960923077,0.6614764204652573,0.6402108625397301,0.026228775920129756,0.02499505808456734,1.041256200906055,25.41573165811736,26.46428818957904
1.8073368827692309,0.6832769748299198,0.660790296597874,0.028669725136288716,0.028141473910500644,1.0263722682787024,23.656202923175684,24.280070653121097
1.7751328046153847,0.7057960191602143,0.68203125193117,0.03181142741937843,0.031317517239715716,1.0252632260931105,21.981458185850173,22.536780733855565
1.7429287264615385,0.7290572330297004,0.7039549929920923,0.03565237644253459,0.03540304935482003,1.0212504740726058,20.164556813701232,20.593063205456374
1.7107246483076923,0.7530850764295228,0.7265834677741535,0.04049715677567358,0.04175301795962808,1.00264593005471,17.989064290222018,18.036662096083624
1.6785205701538461,0.7779048154889592,0.7499393297841764,0.04658553490384535,0.04790508262371709,1.0043496007926258,16.16813605429385,16.238460991690886
1.646316492,0.8035425490436511,0.7740459607208614,0.05437137821760216,0.05455545053609953,1.0171550564741074,14.48050037907066,14.728914180846955
1.6141124138461538,0.8597443722227098,0.7989274938823502,0.06315536410862213,0.06180160462534682,1.0486636960838986,13.265797299446369,13.911360027537235
1.581908335692308,0.9439468094305727,0.8391127781321924,0.07374480703460551,0.07786540886193542,1.0321837836573766,11.74480803565333,12.122800396570215
1.5497042575384619,1.0363959425876226,0.9031557943121569,0.08756756136978666,0.08992878537832279,1.0570700780393791,10.902427234940312,11.524629608057005
1.5175001793846157,1.1324419657128226,0.9720867207090969,0.10383811806159203,0.10908513083973258,1.053055105508276,9.858238028084477,10.381267886790198
1.4852961012307695,1.2307193489505572,1.046278613867103,0.12642665262654482,0.13657450435339463,1.0434949297492448,8.635729935051335,9.011340401909841
1.453092023076923,1.3375255966674333,1.1517562797420298,0.15581377214924272,0.15650125891939018,1.0752631431163722,7.948213180239431,8.546420686343227
1.420887944923077,1.4536008743715971,1.3021663092804328,0.1845763864403284,0.18195530442796962,1.064130937535998,7.507327899554213,7.988779876142781
1.3886838667692307,1.8387492473209848,1.4752279473023935,0.2197511170597003,0.21373467188622222,1.1320347137278541,7.599548386159511,8.602952581787058
1.3564797886153845,2.2758357759056715,1.7042298503332953,0.25992269466600965,0.24932660149246597,1.1798971928606865,7.736207948218843,9.127930041489945
