step,tokens,timed_hours,gpu_hours,train_loss_ema,neutral_bpb,ownval_bpb,lr,wallclock_s
17,8912896,0.000751,0.006005,10.3608,3.356238,3.042579,7.29e-06,40.3
23,12058624,0.001392,0.011135,10.0466,3.346338,2.987947,9.86e-06,54.2
30,15728640,0.002140,0.017120,9.7327,3.276595,2.916472,1.29e-05,68.8
40,20971520,0.003209,0.025672,9.3366,3.216923,2.833845,1.71e-05,84.5
54,28311552,0.004711,0.037691,8.8582,3.101435,2.709034,2.31e-05,101.7
71,37224448,0.006535,0.052278,8.3566,2.972412,2.559123,3.04e-05,120.1
95,49807360,0.009114,0.072908,7.7221,2.812844,2.374650,4.07e-05,141.2
127,66584576,0.012556,0.100448,7.0488,2.693177,2.221274,5.44e-05,165.5
169,88604672,0.017080,0.136637,6.5881,2.579764,2.115262,7.24e-05,193.6
226,118489088,0.023228,0.185823,6.2505,2.475074,2.027420,9.69e-05,227.5
301,157810688,0.031335,0.250683,5.9950,2.377953,1.943157,1.29e-04,268.7
401,210239488,0.042148,0.337186,5.6937,2.281222,1.849460,1.72e-04,319.4
535,280494080,0.056657,0.453254,5.2632,2.155184,1.704527,2.29e-04,383.5
714,374341632,0.076052,0.608418,4.7751,1.922581,1.543954,3.00e-04,465.1
952,499122176,0.101831,0.814650,4.1804,1.632682,1.369978,3.00e-04,569.7
1269,665321472,0.136116,1.088932,3.8407,1.532661,1.269935,2.99e-04,705.1
1692,887095296,0.181910,1.455277,3.6747,1.420442,1.210846,2.98e-04,881.8
2257,1183318016,0.243097,1.944772,3.4538,1.381072,1.146434,2.94e-04,1113.9
3010,1578106880,0.324649,2.597194,3.3309,1.335817,1.104975,2.87e-04,1419.4
4014,2104492032,0.433424,3.467394,3.2410,1.315976,1.071902,2.73e-04,1822.7
5352,2805989376,0.578406,4.627248,3.1472,1.287738,1.042950,2.49e-04,2356.5
7137,3741843456,0.772264,6.178114,3.0619,1.264549,1.016873,2.08e-04,3066.3
9518,4990173184,1.030288,8.242305,2.9957,1.245577,0.992246,1.47e-04,4007.1
12692,6654263296,1.374193,10.993546,2.9233,1.241260,0.969834,7.29e-05,5257.1
15232,7985954816,1.649975,13.199797,2.8858,1.227958,0.959269,3.72e-05,6261.9
15571,8163688448,1.686740,13.493920,2.8814,1.229170,0.958329,3.46e-05,6406.0
15910,8341422080,1.723453,13.787620,2.8797,1.226405,0.957551,3.26e-05,6550.0
16248,8518631424,1.760121,14.080970,2.8890,1.226709,0.956762,3.12e-05,6693.8
16586,8695840768,1.796783,14.374267,2.8748,1.232154,0.956264,3.03e-05,6837.9
16925,8873050112,1.833356,14.666845,2.8803,1.230033,0.955725,3.00e-05,6981.4
