step,tokens,timed_hours,gpu_hours,train_loss_ema,neutral_bpb,ownval_bpb,lr,wallclock_s
6,786432,0.000067,0.000532,18.2268,3.016041,4.725936,2.30e-02,101.8
7,917504,0.000076,0.000611,18.0283,2.945732,4.585242,2.30e-02,106.8
9,1179648,0.000096,0.000768,17.6014,2.842561,4.415426,2.30e-02,111.9
11,1441792,0.000115,0.000922,17.1818,2.772703,4.290140,2.30e-02,117.0
13,1703936,0.000134,0.001075,16.7559,2.722752,4.193935,2.30e-02,122.1
16,2097152,0.000163,0.001304,16.1847,2.623878,4.041243,2.30e-02,127.2
19,2490368,0.000190,0.001517,15.6683,2.578119,3.964283,2.30e-02,132.3
24,3145728,0.000236,0.001885,14.8885,2.510074,3.876671,2.30e-02,137.5
29,3801088,0.000280,0.002238,14.2167,2.407153,3.728217,2.30e-02,142.6
35,4587520,0.000334,0.002672,13.5613,2.313574,3.611184,2.30e-02,147.8
43,5636096,0.000406,0.003250,12.7892,2.209396,3.488366,2.30e-02,153.1
53,6946816,0.000496,0.003970,12.1190,2.107818,3.348981,2.30e-02,158.5
64,8388608,0.000596,0.004767,11.5294,2.017728,3.239339,2.30e-02,163.9
79,10354688,0.000729,0.005834,10.9174,1.939400,3.144343,2.30e-02,169.3
96,12582912,0.000881,0.007051,10.4772,1.860968,3.051572,2.30e-02,174.8
118,15466496,0.001076,0.008608,10.0919,1.802157,2.973493,2.30e-02,180.5
145,19005440,0.001314,0.010514,9.7479,1.748697,2.884531,2.30e-02,186.3
177,23199744,0.001599,0.012788,9.4429,1.697975,2.822637,2.30e-02,192.3
217,28442624,0.001954,0.015629,9.2330,1.663552,2.777062,2.30e-02,198.6
265,34734080,0.002379,0.019034,9.0182,1.634861,2.729144,2.30e-02,205.1
325,42598400,0.002911,0.023289,8.7447,1.595775,2.678540,2.30e-02,211.9
398,52166656,0.003559,0.028468,8.4464,1.572369,2.642509,2.30e-02,219.1
488,63963136,0.004355,0.034836,8.1732,1.539535,2.594733,2.30e-02,227.0
598,78381056,0.005331,0.042645,7.8647,1.520597,2.561165,2.30e-02,235.6
732,95944704,0.006517,0.052133,7.5184,1.484254,2.510539,2.30e-02,244.8
897,117571584,0.007980,0.063837,7.1389,1.459412,2.473477,2.30e-02,255.1
1010,144179200,0.009674,0.077394,6.7769,1.447940,2.454690,3.50e-02,271.2
1133,176422912,0.011703,0.093625,6.2985,1.405352,2.389994,3.44e-02,283.5
1285,216268800,0.014216,0.113730,5.7422,1.365237,2.329073,3.15e-02,297.5
1471,265027584,0.017291,0.138331,5.0416,1.320491,2.258566,2.80e-02,313.6
1698,324534272,0.021049,0.168394,4.1942,1.270530,2.175631,2.37e-02,332.1
1932,397934592,0.025620,0.204962,3.4492,1.243116,2.105573,2.16e-02,359.0
2159,487194624,0.031085,0.248683,3.3514,1.222654,2.064822,1.67e-02,383.7
2439,597295104,0.037833,0.302663,3.2802,1.194005,2.026260,1.05e-02,413.0
2594,658243584,0.041567,0.332537,3.2515,1.183980,2.008345,7.11e-03,431.5
2632,673185792,0.042481,0.339849,3.2323,1.182893,2.004086,6.28e-03,439.9
2669,687734784,0.043367,0.346938,3.2411,1.178727,1.999202,5.47e-03,448.0
2706,702283776,0.044256,0.354046,3.2199,1.177540,1.995608,4.66e-03,456.3
2743,716832768,0.045140,0.361120,3.2748,1.176265,1.991109,3.85e-03,464.5
2780,731381760,0.046029,0.368233,3.2429,1.174681,1.988422,3.45e-03,477.7
